id	name
ENSG00000263105.1	AC009171.2
ENSG00000262468.5	LINC01569
ENSG00000279357.1	AC007224.2
ENSG00000260276.2	AC022167.2
ENSG00000261481.1	AC022167.4
ENSG00000260979.1	AC022167.3
ENSG00000260468.1	LINC01290
ENSG00000263033.2	AC007220.1
ENSG00000277369.1	AC010654.1
ENSG00000262117.5	BCAR4
ENSG00000263307.1	AC007216.4
ENSG00000262097.1	LINC02185
ENSG00000262454.3	MIR193BHG
ENSG00000278994.1	AC008785.1
ENSG00000260017.1	AC138811.1
ENSG00000260352.1	AC092287.1
ENSG00000261465.6	AC099518.4
ENSG00000261357.1	AC099518.2
ENSG00000260430.1	AC099518.1
ENSG00000278389.1	AC099518.6
ENSG00000259925.1	AC130456.2
ENSG00000280265.1	AC130456.7
ENSG00000260306.1	AC092375.2
ENSG00000274460.1	AC092119.2
ENSG00000260136.5	AC008915.2
ENSG00000262155.1	LINC02175
ENSG00000260448.5	LCMT1-AS1
ENSG00000275494.1	AC133552.6
ENSG00000274925.1	AC008741.2
ENSG00000236481.1	LINC02195
ENSG00000245888.6	FLJ21408
ENSG00000274092.1	AC106739.1
ENSG00000246465.1	AC138904.1
ENSG00000275441.1	AC020765.2
ENSG00000251417.2	AC145285.2
ENSG00000260796.1	AC145285.4
ENSG00000275807.1	AC145285.7
ENSG00000103472.10	RRN3P2
ENSG00000284685.1	AC009093.10
ENSG00000260517.3	AC009093.2
ENSG00000259807.1	AC009093.1
ENSG00000273582.1	AC009093.5
ENSG00000260953.1	AC009093.4
ENSG00000277999.1	AC009093.6
ENSG00000198106.8	AC025279.1
ENSG00000279583.1	AC009086.3
ENSG00000247735.2	AC120114.1
ENSG00000250616.2	AC012645.1
ENSG00000260219.2	AC106782.2
ENSG00000260167.1	AC093249.2
ENSG00000261840.2	AC093249.6
ENSG00000260852.1	FBXL19-AS1
ENSG00000275263.1	AC135048.3
ENSG00000260911.2	AC135050.3
ENSG00000260060.1	AC009088.1
ENSG00000261474.1	AC026471.4
ENSG00000260267.1	AC026471.1
ENSG00000280132.1	AC026471.6
ENSG00000261731.2	AC074050.3
ENSG00000261512.2	AC092368.3
ENSG00000261173.1	AC018845.3
ENSG00000260086.2	AC007611.1
ENSG00000260052.1	AC023813.3
ENSG00000261092.1	LINC02178
ENSG00000261644.2	AC007728.2
ENSG00000279427.1	AC007490.1
ENSG00000260963.1	AC026462.3
ENSG00000261804.1	AC007342.4
ENSG00000262714.1	AC007342.5
ENSG00000279741.1	AC007342.8
ENSG00000280027.1	AC007342.9
ENSG00000283689.1	AC018553.2
ENSG00000277559.1	AC018553.1
ENSG00000245694.9	CRNDE
ENSG00000279889.1	AC012183.1
ENSG00000260658.5	AC138305.1
ENSG00000279225.1	AC138305.3
ENSG00000260834.1	AC009055.2
ENSG00000246898.1	LINC00920
ENSG00000280163.1	AC040160.2
ENSG00000270049.2	AC009061.2
ENSG00000276075.1	AC027682.6
ENSG00000259804.1	AC027682.1
ENSG00000262136.1	AC092115.3
ENSG00000196696.12	PDXDC2P-NPIPB14P
ENSG00000260593.1	AC009097.2
ENSG00000261008.6	LINC01572
ENSG00000259768.5	AC004943.2
ENSG00000259972.2	AC009120.2
ENSG00000260884.1	AC009120.4
ENSG00000261079.1	AC009053.2
ENSG00000273971.1	AC009163.6
ENSG00000278058.1	AC009159.3
ENSG00000260018.1	AC040169.1
ENSG00000269667.1	AC092723.1
ENSG00000269186.1	LINC01082
ENSG00000270058.1	AC040170.1
ENSG00000268754.1	LINC01081
ENSG00000268388.5	FENDRR
ENSG00000261175.5	LINC02188
ENSG00000260750.5	AC092720.1
ENSG00000260498.5	AC126696.3
ENSG00000261193.1	AC134312.4
ENSG00000260166.1	AC134312.3
ENSG00000261327.4	AC134312.5
ENSG00000260420.2	LINC02182
ENSG00000260630.6	SNAI3-AS1
ENSG00000256982.1	AC135782.1
ENSG00000259877.2	AC009113.1
ENSG00000260528.4	FAM157C
ENSG00000261172.1	AC133919.2
ENSG00000280279.1	AC240565.2
ENSG00000277491.1	AC087392.5
ENSG00000262213.1	AC144836.1
ENSG00000236618.2	PITPNA-AS1
ENSG00000186594.14	MIR22HG
ENSG00000263050.1	AC090617.6
ENSG00000272911.1	AC005696.3
ENSG00000262050.1	AC005696.1
ENSG00000277200.1	AC005696.4
ENSG00000229782.1	AC118754.1
ENSG00000261863.1	LINC01996
ENSG00000244184.1	AC091153.3
ENSG00000280254.1	AC233723.2
ENSG00000262227.1	AC004771.3
ENSG00000262693.1	AC012146.3
ENSG00000261879.5	AC087500.1
ENSG00000263164.1	AC087500.2
ENSG00000215067.9	ALOX12-AS1
ENSG00000263316.1	AC027763.2
ENSG00000262089.1	AC040977.1
ENSG00000233223.2	AC016876.1
ENSG00000263427.1	AC129492.2
ENSG00000266824.1	AC129492.4
ENSG00000178977.3	LINC00324
ENSG00000269947.1	AC135178.5
ENSG00000265749.5	AC135178.3
ENSG00000266389.1	AC002091.2
ENSG00000265975.1	AC002091.1
ENSG00000273816.1	AC005695.3
ENSG00000263400.6	TMEM220-AS1
ENSG00000264016.2	AC015908.3
ENSG00000263508.5	AC015908.2
ENSG00000236088.9	COX10-AS1
ENSG00000231595.1	AC005224.1
ENSG00000265519.1	AC015922.3
ENSG00000276855.1	AC015922.4
ENSG00000175061.17	LRRC75A-AS1
ENSG00000266651.1	AC093484.5
ENSG00000260328.1	AC104024.2
ENSG00000260647.1	AC127537.3
ENSG00000273018.5	AC107983.2
ENSG00000265478.2	AC107982.3
ENSG00000262202.4	AC007952.4
ENSG00000270091.1	AC015726.1
ENSG00000233098.8	CCDC144NL-AS1
ENSG00000235530.6	AC087294.1
ENSG00000264734.1	AC069061.2
ENSG00000265246.1	AC129926.1
ENSG00000266313.1	AC026254.4
ENSG00000260019.1	LINC01992
ENSG00000267259.1	AC061975.7
ENSG00000266830.1	AC061975.6
ENSG00000264808.1	AC068025.1
ENSG00000214719.11	AC005562.1
ENSG00000279337.1	AC127024.7
ENSG00000265443.1	AC127024.3
ENSG00000263603.1	AC127024.2
ENSG00000280069.1	AC127024.8
ENSG00000265743.1	AC138207.5
ENSG00000264107.1	AC138207.2
ENSG00000278546.1	AC003101.2
ENSG00000277511.1	AC116407.2
ENSG00000214708.4	AC116407.1
ENSG00000274341.1	AC005899.6
ENSG00000278668.1	AC005899.7
ENSG00000266385.1	AC005899.5
ENSG00000264083.1	AC005899.1
ENSG00000226377.1	AC084809.1
ENSG00000236377.1	AC084809.2
ENSG00000266947.1	AC022916.1
ENSG00000267364.1	AC022706.1
ENSG00000267711.1	AC060766.6
ENSG00000267547.1	AC060766.4
ENSG00000267745.1	AC060766.7
ENSG00000267625.1	AC015911.9
ENSG00000267321.2	LINC02001
ENSG00000270977.1	AC015849.5
ENSG00000277089.4	AC243829.4
ENSG00000274767.1	AC243829.1
ENSG00000277969.1	AC006449.6
ENSG00000277182.1	AC006449.5
ENSG00000273576.1	AC009283.1
ENSG00000214546.3	AC087491.1
ENSG00000264968.1	AC090844.2
ENSG00000265799.1	AC090844.3
ENSG00000266208.1	AC080112.2
ENSG00000279806.1	AC018629.1
ENSG00000266088.5	AC004585.1
ENSG00000264488.1	AC090283.1
ENSG00000234477.1	AC004231.1
ENSG00000259623.1	AC125257.1
ENSG00000267658.1	AC099811.3
ENSG00000273650.1	AC100793.4
ENSG00000197291.8	RAMP2-AS1
ENSG00000279602.1	AC109326.1
ENSG00000188825.13	LINC00910
ENSG00000267747.1	AC068675.1
ENSG00000267080.5	ASB16-AS1
ENSG00000260793.2	AC003102.1
ENSG00000267505.1	AC005180.2
ENSG00000267405.1	AC005180.1
ENSG00000276728.1	AC142472.1
ENSG00000224505.2	AC138150.1
ENSG00000267288.2	AC138150.2
ENSG00000267121.5	AC008105.3
ENSG00000233483.2	AC008105.2
ENSG00000267446.1	AC003070.2
ENSG00000267198.1	AC091132.5
ENSG00000267246.1	AC091132.6
ENSG00000280022.1	AC126544.2
ENSG00000262879.5	AC068152.1
ENSG00000263766.5	AC025682.1
ENSG00000264920.1	AC018521.5
ENSG00000266601.1	AC018521.6
ENSG00000263412.1	AC004477.1
ENSG00000278765.1	AC004477.3
ENSG00000230148.8	HOXB-AS1
ENSG00000242207.1	HOXB-AS4
ENSG00000272763.1	AC103702.2
ENSG00000244649.4	LINC02086
ENSG00000242407.1	AC091179.2
ENSG00000248714.6	AC091180.2
ENSG00000262039.1	AC091180.5
ENSG00000250948.1	AC091180.4
ENSG00000262837.1	AC027801.5
ENSG00000246640.1	PICART1
ENSG00000276851.1	AC002401.4
ENSG00000251179.1	TMEM92-AS1
ENSG00000279792.1	AC015909.5
ENSG00000253102.1	AC004707.1
ENSG00000167117.8	LINC00483
ENSG00000229980.4	TOB1-AS1
ENSG00000262006.1	AC005920.4
ENSG00000247011.2	AC005920.1
ENSG00000263317.1	LINC01982
ENSG00000274213.1	AC015912.3
ENSG00000263004.1	AC007114.1
ENSG00000280233.1	AC015813.7
ENSG00000279069.1	AC015813.5
ENSG00000279207.1	AC015813.6
ENSG00000265148.5	TSPOAP1-AS1
ENSG00000265206.5	AC004687.1
ENSG00000224738.1	AC099850.1
ENSG00000273702.1	AC091271.1
ENSG00000267416.1	AC025048.4
ENSG00000261040.6	WFDC21P
ENSG00000267248.1	AC025048.2
ENSG00000259349.1	AC011921.1
ENSG00000267280.5	TBX2-AS1
ENSG00000187013.4	C17orf82
ENSG00000274565.1	AC080038.1
ENSG00000265282.1	AC005828.4
ENSG00000266402.3	SNHG25
ENSG00000215769.8	ARHGAP27P1-BPTFP1-KPNA2P3
ENSG00000280299.1	AC037487.4
ENSG00000263520.1	LINC02563
ENSG00000265055.1	AC145343.1
ENSG00000278730.1	AC005332.9
ENSG00000274561.1	AC005332.6
ENSG00000277476.1	AC005332.8
ENSG00000278740.1	AC005332.10
ENSG00000267731.1	AC005332.5
ENSG00000274712.1	AC005332.7
ENSG00000265100.1	AC005332.1
ENSG00000267194.1	AC002546.1
ENSG00000267365.1	KCNJ2-AS1
ENSG00000228639.6	LINC02095
ENSG00000256124.5	LINC01152
ENSG00000234899.9	SOX9-AS1
ENSG00000227036.6	LINC00511
ENSG00000263680.2	AC007639.1
ENSG00000263893.2	AC080037.1
ENSG00000246731.2	MGC16275
ENSG00000266036.1	AC016888.1
ENSG00000263586.1	HID1-AS1
ENSG00000263843.1	AC022211.2
ENSG00000163597.14	SNHG16
ENSG00000263718.2	AC068594.1
ENSG00000267466.1	AC021683.1
ENSG00000204282.4	TNRC6C-AS1
ENSG00000267737.1	AC087645.2
ENSG00000266970.1	AC061992.1
ENSG00000267123.5	LINC02081
ENSG00000265096.1	C1QTNF1-AS1
ENSG00000262768.2	AC100791.2
ENSG00000262772.1	LINC01977
ENSG00000262585.1	LINC01979
ENSG00000262188.1	LINC01978
ENSG00000279259.1	AC087741.3
ENSG00000275479.1	AC087741.2
ENSG00000262873.1	AC127496.5
ENSG00000262098.1	AC127496.2
ENSG00000226137.5	BAIAP2-AS1
ENSG00000185168.5	LINC00482
ENSG00000275542.1	AC027601.3
ENSG00000275966.1	AC110285.6
ENSG00000263154.1	AC110285.3
ENSG00000274833.1	AC110285.5
ENSG00000262877.4	AC110285.2
ENSG00000229848.1	AC139149.1
ENSG00000262049.1	AC139530.1
ENSG00000278876.1	AC145207.9
ENSG00000263731.1	AC145207.5
ENSG00000265688.1	MAFG-AS1
ENSG00000264569.1	AC137723.1
ENSG00000265692.1	LINC01970
ENSG00000260563.3	AC132872.1
ENSG00000260011.2	AC132938.1
ENSG00000265458.1	AC132938.3
ENSG00000263063.1	AC024361.2
ENSG00000274370.1	AC130371.2
ENSG00000261888.1	AC144831.1
ENSG00000263884.1	AP000845.1
ENSG00000263727.1	AP001178.1
ENSG00000273355.1	AP000894.4
ENSG00000132204.13	LINC00470
ENSG00000266602.1	AC008109.1
ENSG00000266049.1	AP001011.1
ENSG00000265399.1	AP005329.2
ENSG00000266835.5	GAPLINC
ENSG00000265091.5	AP001496.2
ENSG00000264575.1	LINC00526
ENSG00000263753.6	LINC00667
ENSG00000265933.5	LINC00668
ENSG00000263970.1	AP001094.1
ENSG00000266053.2	NDUFV2-AS1
ENSG00000264964.1	AP001033.1
ENSG00000263627.1	PPP4R1-AS1
ENSG00000272799.1	AC006238.1
ENSG00000265554.1	AP005271.1
ENSG00000267480.1	AP001542.3
ENSG00000267069.1	AP005264.1
ENSG00000267108.1	AP001029.1
ENSG00000267654.1	LINC01882
ENSG00000260302.1	AP005482.1
ENSG00000279352.1	AC006557.6
ENSG00000283294.1	AP005212.5
ENSG00000263588.1	AC091043.1
ENSG00000266010.1	GATA6-AS1
ENSG00000266283.1	AC091588.3
ENSG00000273348.1	AC027449.1
ENSG00000265943.1	AC090912.1
ENSG00000266850.1	AC090912.2
ENSG00000265752.2	AC010754.1
ENSG00000279332.1	AC090772.4
ENSG00000265485.5	LINC01915
ENSG00000266521.1	AC021549.1
ENSG00000264859.5	DSG2-AS1
ENSG00000259985.1	AC017100.1
ENSG00000274918.1	AC116447.1
ENSG00000267397.1	AC090229.1
ENSG00000260552.1	AC023043.1
ENSG00000267374.1	AC016205.1
ENSG00000267414.1	AC120049.1
ENSG00000280335.1	AC016866.3
ENSG00000264269.1	AC016866.1
ENSG00000267284.1	AC022031.2
ENSG00000267327.1	AC009271.1
ENSG00000278703.1	AC100847.1
ENSG00000267040.6	AC027097.1
ENSG00000275418.1	AC104971.4
ENSG00000267226.2	AC104971.2
ENSG00000267279.1	AC090409.1
ENSG00000267390.1	AC036176.1
ENSG00000266258.1	LINC01909
ENSG00000266304.1	LIVAR
ENSG00000263711.5	AC079062.1
ENSG00000261780.2	AC105243.1
ENSG00000264247.1	LINC00909
ENSG00000273669.1	AC015819.1
ENSG00000264278.1	AC027575.2
ENSG00000278107.1	AC027575.4
ENSG00000274828.1	AC068473.5
ENSG00000278075.1	AC114341.1
ENSG00000267270.5	PARD6G-AS1
ENSG00000282508.1	LINC01002
ENSG00000267751.5	AC009005.1
ENSG00000272473.1	AC006273.1
ENSG00000267530.2	LINC01836
ENSG00000267372.2	AC005330.1
ENSG00000268798.1	AC027307.3
ENSG00000267073.1	AC005256.1
ENSG00000261526.2	AC012615.1
ENSG00000267201.1	LINC01775
ENSG00000279452.1	AC006277.1
ENSG00000269425.1	AC104521.1
ENSG00000267011.5	AC011498.1
ENSG00000176840.11	MIR7-3HG
ENSG00000268536.1	AC005523.1
ENSG00000267709.1	AC024592.2
ENSG00000266983.1	AC011444.1
ENSG00000268845.1	AC025278.1
ENSG00000267939.1	AC008946.1
ENSG00000269386.5	RAB11B-AS1
ENSG00000267510.1	AC011451.1
ENSG00000283108.1	AC011451.3
ENSG00000278611.1	AC008567.3
ENSG00000267106.5	ZNF561-AS1
ENSG00000277587.1	AC008759.3
ENSG00000267612.1	AC008759.2
ENSG00000266950.1	AC008752.1
ENSG00000267100.1	ILF3-AS1
ENSG00000267277.1	AC024575.1
ENSG00000197332.8	AC008543.1
ENSG00000267089.1	AC008543.4
ENSG00000219665.8	AC008770.1
ENSG00000268945.1	AC010422.2
ENSG00000267004.1	AC018761.1
ENSG00000267519.5	AC020916.1
ENSG00000267783.1	AC022098.3
ENSG00000267406.1	AC011509.1
ENSG00000266913.1	LINC01841
ENSG00000267147.2	LINC01842
ENSG00000269635.1	AC004257.1
ENSG00000273218.1	AC005776.2
ENSG00000214049.6	UCA1
ENSG00000269439.5	AC010618.3
ENSG00000279617.1	AC005796.1
ENSG00000269019.1	AC002985.2
ENSG00000266904.5	LINC00663
ENSG00000267565.1	AC011477.3
ENSG00000267383.6	AC011447.3
ENSG00000280079.1	AC011447.7
ENSG00000268081.1	AC123912.1
ENSG00000268555.1	AC123912.4
ENSG00000269416.5	LINC01224
ENSG00000267924.1	AC139769.2
ENSG00000276030.1	AC073534.2
ENSG00000261824.6	LINC00662
ENSG00000261770.1	AC006504.1
ENSG00000267575.6	AC006504.5
ENSG00000272635.1	AC006504.7
ENSG00000281468.1	AC006504.8
ENSG00000266976.1	AC079466.1
ENSG00000267498.1	AC007786.1
ENSG00000267006.1	AC008507.2
ENSG00000267213.4	AC007773.1
ENSG00000267475.1	AC008736.1
ENSG00000267296.2	CEBPA-AS1
ENSG00000267130.1	AC008738.2
ENSG00000277013.1	AC008556.1
ENSG00000267219.1	AC010504.1
ENSG00000268751.1	SCGB1B2P
ENSG00000279329.1	AC020910.5
ENSG00000274104.1	AC020910.4
ENSG00000267767.2	LINC01801
ENSG00000261754.2	AC008555.1
ENSG00000271109.1	AC008555.5
ENSG00000280106.1	AC008555.8
ENSG00000179066.7	AC020907.1
ENSG00000233214.1	AC002511.2
ENSG00000232680.2	AC002511.1
ENSG00000283907.1	AD000090.1
ENSG00000232677.6	LINC00665
ENSG00000267309.1	AC092295.2
ENSG00000276071.1	AC074138.1
ENSG00000225975.6	LINC01534
ENSG00000267254.5	ZNF790-AS1
ENSG00000226686.7	LINC01535
ENSG00000266916.5	ZNF793-AS1
ENSG00000267152.1	AC093227.1
ENSG00000268262.1	AC011445.1
ENSG00000269460.1	AC005515.1
ENSG00000276445.1	AC005393.1
ENSG00000269353.1	AC092071.1
ENSG00000267107.6	PCAT19
ENSG00000268355.1	AC243960.3
ENSG00000270164.1	LINC01480
ENSG00000213904.8	LIPE-AS1
ENSG00000231412.2	AC005392.2
ENSG00000268601.1	AC115522.1
ENSG00000267058.1	AC006213.2
ENSG00000267191.1	AC006213.3
ENSG00000266903.1	AC243964.2
ENSG00000267114.1	AC011481.1
ENSG00000267348.2	AC011489.1
ENSG00000259605.3	AC074212.1
ENSG00000267922.1	AC007785.1
ENSG00000268621.5	IGFL2-AS1
ENSG00000275719.1	AC008622.2
ENSG00000268061.5	NAPA-AS1
ENSG00000277383.1	AC010331.1
ENSG00000269656.1	NOP53-AS1
ENSG00000268001.1	CARD8-AS1
ENSG00000269814.1	AC008403.3
ENSG00000260366.1	AC026803.1
ENSG00000267898.1	AC026803.2
ENSG00000197813.5	AC011450.1
ENSG00000268006.1	PTOV1-AS1
ENSG00000267890.1	AC010624.2
ENSG00000180279.6	LINC01869
ENSG00000267968.1	AC011523.1
ENSG00000269834.5	ZNF528-AS1
ENSG00000269082.1	AC010328.3
ENSG00000269564.1	AC008753.2
ENSG00000228323.2	AC008440.1
ENSG00000232324.1	AC008440.3
ENSG00000269873.1	AC245884.10
ENSG00000267838.2	AC245884.8
ENSG00000226696.5	LENG8-AS1
ENSG00000268734.1	AC245128.3
ENSG00000267649.1	AC010327.4
ENSG00000276570.1	AC010327.5
ENSG00000267454.5	ZNF582-AS1
ENSG00000166770.10	ZNF667-AS1
ENSG00000268568.1	AC007228.2
ENSG00000268713.1	AC005261.4
ENSG00000267871.5	AC005261.1
ENSG00000279541.1	AC005261.6
ENSG00000268205.1	AC005261.2
ENSG00000176593.7	AC008969.1
ENSG00000283103.1	AC010642.2
ENSG00000268895.5	A1BG-AS1
ENSG00000269054.1	AC012313.6
ENSG00000268307.1	LINC02560
ENSG00000268543.1	AC012313.4
ENSG00000268912.1	AC012313.5
ENSG00000267858.5	MZF1-AS1
ENSG00000225377.5	NRSN2-AS1
ENSG00000230839.1	AL121760.1
ENSG00000276649.1	AL117335.1
ENSG00000226644.5	AL121899.1
ENSG00000277287.1	AL109976.1
ENSG00000275491.1	LINC01730
ENSG00000274949.1	AL109804.1
ENSG00000229539.1	AL353194.1
ENSG00000230176.2	LINC01433
ENSG00000278816.1	AL121890.5
ENSG00000277425.1	AL121890.4
ENSG00000205181.5	LINC00654
ENSG00000235820.1	AL109935.1
ENSG00000275632.1	AL035461.2
ENSG00000278192.1	AL118505.1
ENSG00000229876.1	CASC20
ENSG00000228482.1	LINC01713
ENSG00000224961.1	LINC01752
ENSG00000278153.1	AL121782.1
ENSG00000273998.1	AL049794.1
ENSG00000273148.1	AL035563.1
ENSG00000268628.2	AL121761.2
ENSG00000233895.1	AL121761.1
ENSG00000275142.1	AL132821.1
ENSG00000275457.1	AL117332.1
ENSG00000277901.1	AL390037.1
ENSG00000232645.5	LINC01431
ENSG00000274173.1	AL035661.1
ENSG00000277938.1	AL035252.3
ENSG00000274414.1	AL121772.1
ENSG00000213742.6	ZNF337-AS1
ENSG00000226465.1	AL390198.1
ENSG00000231081.1	AL078587.1
ENSG00000205611.4	LINC01597
ENSG00000278276.1	AL110115.2
ENSG00000277692.1	AL121583.1
ENSG00000260536.1	AL035071.2
ENSG00000260257.2	AL035071.1
ENSG00000275223.1	AL121906.2
ENSG00000230753.5	ZNF341-AS1
ENSG00000228265.5	RALY-AS1
ENSG00000276073.1	AL034549.2
ENSG00000275784.1	AL034549.1
ENSG00000235214.1	FAM83C-AS1
ENSG00000260032.1	NORAD
ENSG00000277235.1	AL035420.3
ENSG00000234139.2	AL035420.1
ENSG00000278035.1	AL121895.2
ENSG00000224635.1	AL391095.1
ENSG00000275401.1	AL391095.3
ENSG00000196756.11	SNHG17
ENSG00000174365.19	SNHG11
ENSG00000274825.1	AL023803.2
ENSG00000261431.1	AL023803.1
ENSG00000223891.5	OSER1-AS1
ENSG00000226812.2	AL117382.1
ENSG00000244558.5	KCNK15-AS1
ENSG00000227477.1	STK4-AS1
ENSG00000283757.1	AL031686.1
ENSG00000271784.1	AL031055.1
ENSG00000224565.1	LINC01754
ENSG00000237423.1	LINC01522
ENSG00000235621.8	LINC00494
ENSG00000227431.5	CSE1L-AS1
ENSG00000177410.12	ZFAS1
ENSG00000231742.5	LINC01273
ENSG00000277449.1	CEBPB-AS1
ENSG00000224397.5	SMIM25
ENSG00000203999.8	LINC01270
ENSG00000259456.3	ADNP-AS1
ENSG00000259723.1	AL354993.2
ENSG00000278709.1	NKILA
ENSG00000268941.2	LINC01711
ENSG00000283078.1	AL137077.2
ENSG00000273619.1	AL121832.2
ENSG00000233017.2	AL121832.1
ENSG00000260542.1	AL499627.1
ENSG00000174403.15	C20orf166-AS1
ENSG00000273812.1	BX640514.2
ENSG00000167046.4	AL357033.1
ENSG00000228705.1	LINC00659
ENSG00000231133.6	HAR1B
ENSG00000225978.3	HAR1A
ENSG00000231977.1	AL096828.1
ENSG00000273821.1	AL096828.3
ENSG00000232442.1	MHENCR
ENSG00000268858.2	AL118506.1
ENSG00000278996.1	FP671120.1
ENSG00000280800.1	FP671120.3
ENSG00000281383.1	FP671120.4
ENSG00000280441.2	FP236383.1
ENSG00000280614.1	FP236383.2
ENSG00000281181.1	FP236383.3
ENSG00000279501.1	CR392039.3
ENSG00000280081.3	LINC01667
ENSG00000277693.1	AP003900.1
ENSG00000224905.6	AP001347.1
ENSG00000226751.2	AF127936.1
ENSG00000235609.7	AF127577.4
ENSG00000235277.1	AF127577.3
ENSG00000215386.11	MIR99AHG
ENSG00000228798.1	AP000473.1
ENSG00000280594.1	BTG3-AS1
ENSG00000224141.5	MIR548XHG
ENSG00000234883.5	MIR155HG
ENSG00000260583.1	AP000223.1
ENSG00000232079.6	LINC01697
ENSG00000224649.1	AF124730.1
ENSG00000237594.2	AP000251.1
ENSG00000273091.1	AP000255.1
ENSG00000227256.1	MIS18A-AS1
ENSG00000256073.3	URB1-AS1
ENSG00000238197.5	PAXBP1-AS1
ENSG00000237945.7	LINC00649
ENSG00000234380.1	LINC01426
ENSG00000231106.2	LINC01436
ENSG00000236830.6	CBR3-AS1
ENSG00000273199.1	AP000692.2
ENSG00000233818.1	AP000695.2
ENSG00000231324.1	AP000696.1
ENSG00000224269.1	AP000697.1
ENSG00000272948.2	AP001412.1
ENSG00000273210.1	AP001437.1
ENSG00000223806.7	LINC00114
ENSG00000235888.1	AF064858.1
ENSG00000237721.1	AF064858.3
ENSG00000237609.1	AF064858.2
ENSG00000232806.1	AP001610.2
ENSG00000223400.1	AP006748.1
ENSG00000236384.7	LINC00479
ENSG00000225431.1	LINC01671
ENSG00000225218.1	AP001628.1
ENSG00000233056.2	ERVH48-1
ENSG00000236663.1	FRGCA
ENSG00000237989.1	LINC01679
ENSG00000215458.8	AATBC
ENSG00000225331.1	LINC01678
ENSG00000232969.1	AP001062.2
ENSG00000274225.1	AP001065.2
ENSG00000228709.1	AP001065.1
ENSG00000277352.1	AP001065.3
ENSG00000183250.11	LINC01547
ENSG00000272825.1	AL844908.1
ENSG00000276529.1	AP001505.2
ENSG00000261706.1	AP001505.1
ENSG00000275874.1	PICSAR
ENSG00000215447.7	BX322557.1
ENSG00000223768.1	LINC00205
ENSG00000273796.1	BX322562.1
ENSG00000233922.2	LINC01694
ENSG00000274248.1	AJ011932.1
ENSG00000279973.2	CU104787.1
ENSG00000225255.6	LINC01297
ENSG00000206195.10	DUXAP8
ENSG00000272872.1	AP000525.1
ENSG00000283633.1	AP000547.3
ENSG00000273203.1	AC006946.2
ENSG00000273442.1	AC006946.3
ENSG00000269220.1	LINC00528
ENSG00000225335.3	AC016027.1
ENSG00000283406.1	DGCR5
ENSG00000273032.1	DGCR9
ENSG00000260924.2	LINC01311
ENSG00000185065.6	AC000068.1
ENSG00000236540.7	AC006547.1
ENSG00000249923.1	AC007663.2
ENSG00000236499.2	LINC00896
ENSG00000273139.1	AC007663.3
ENSG00000237476.1	LINC01637
ENSG00000230513.1	THAP7-AS1
ENSG00000207751.3	MIR130B
ENSG00000272954.1	AP000553.1
ENSG00000279278.1	AC245060.6
ENSG00000274422.1	AC245060.5
ENSG00000234630.1	AC245060.2
ENSG00000234928.1	LINC01659
ENSG00000280623.1	PCAT14
ENSG00000272733.1	AP000345.2
ENSG00000228315.11	GUSBP11
ENSG00000218537.1	MIF-AS1
ENSG00000273295.1	AP000350.6
ENSG00000215481.9	BCRP3
ENSG00000282012.1	AP000357.2
ENSG00000236641.1	Z99916.1
ENSG00000272977.1	AL008721.2
ENSG00000261188.1	Z95115.1
ENSG00000225783.6	MIAT
ENSG00000244625.5	MIATNB
ENSG00000233521.5	LINC01638
ENSG00000235954.6	TTC28-AS1
ENSG00000226471.6	Z93930.2
ENSG00000272858.1	Z93930.3
ENSG00000253352.8	TUG1
ENSG00000228839.5	PIK3IP1-AS1
ENSG00000213888.3	LINC01521
ENSG00000239674.2	Z83839.2
ENSG00000242082.1	SLC5A4-AS1
ENSG00000224050.1	AL008723.1
ENSG00000273325.1	AL008723.3
ENSG00000273176.1	AL008635.1
ENSG00000279805.1	Z95114.3
ENSG00000223695.1	FO393418.1
ENSG00000228719.1	AL022313.2
ENSG00000228274.3	AL021707.2
ENSG00000231993.1	EP300-AS1
ENSG00000273424.1	AL008582.1
ENSG00000184068.2	AL021453.1
ENSG00000237037.9	NDUFA6-AS1
ENSG00000281538.1	AC254562.3
ENSG00000229891.1	LINC01315
ENSG00000230107.1	AL022316.1
ENSG00000172250.14	SERHL
ENSG00000270022.3	Z93241.1
ENSG00000226328.6	NUP50-AS1
ENSG00000273243.1	Z82243.1
ENSG00000238120.1	LINC01589
ENSG00000273145.1	BX537318.1
ENSG00000231711.2	LINC00899
ENSG00000241990.5	PRR34-AS1
ENSG00000197182.14	MIRLET7BHG
ENSG00000231010.1	AL121672.1
ENSG00000235159.1	AL121672.2
ENSG00000277232.2	GTSE1-AS1
ENSG00000234869.1	AL021392.1
ENSG00000260708.1	AL118516.1
ENSG00000218357.3	LINC01644
ENSG00000224271.5	AL117329.1
ENSG00000230345.1	AL121580.1
ENSG00000188511.12	C22orf34
ENSG00000278869.1	BX539320.1
ENSG00000273253.2	AL022328.4
ENSG00000272666.1	U62317.2
ENSG00000273272.1	U62317.5
ENSG00000226738.1	U62317.1
ENSG00000226179.6	LINC00685
ENSG00000281849.3	AL732314.6
ENSG00000280767.3	AL732314.4
ENSG00000236871.7	LINC00106
ENSG00000236017.8	ASMTL-AS1
ENSG00000223511.6	AL683807.1
ENSG00000205664.10	BX890604.1
ENSG00000234449.2	FAM239A
ENSG00000205663.5	FAM239B
